,Datum,RGSCode,RGSName,Geschlecht,Altersgruppe,Berufs4Steller,Berufs4StellerBez,BESTAND,Alter_von,Alter_bis
1173744,2022-07-31,409,Linz neu,Männer,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),1,45,49
1173841,2022-07-31,411,Perg,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1173956,2022-07-31,411,Perg,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1174049,2022-07-31,412,Ried im Innkreis,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),16,0,19
1174066,2022-07-31,412,Ried im Innkreis,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
1174082,2022-07-31,412,Ried im Innkreis,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),3,25,29
1174100,2022-07-31,412,Ried im Innkreis,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
1174113,2022-07-31,412,Ried im Innkreis,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
1174125,2022-07-31,412,Ried im Innkreis,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),2,40,44
1174145,2022-07-31,412,Ried im Innkreis,Frauen,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),5,50,54
1174150,2022-07-31,412,Ried im Innkreis,Frauen,55 bis 59 Jahre,B9999,unbestimmt (nur Pst),1,55,59
1174164,2022-07-31,412,Ried im Innkreis,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
1174249,2022-07-31,412,Ried im Innkreis,Männer,65 Jahre und älter,B9999,unbestimmt (nur Pst),1,65,99
1174269,2022-07-31,413,Rohrbach,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
1174295,2022-07-31,413,Rohrbach,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),4,35,39
1174308,2022-07-31,413,Rohrbach,Frauen,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),2,45,49
1174328,2022-07-31,413,Rohrbach,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1174338,2022-07-31,413,Rohrbach,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1174363,2022-07-31,413,Rohrbach,Männer,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),1,45,49
1174386,2022-07-31,414,Schärding,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1174459,2022-07-31,414,Schärding,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1174540,2022-07-31,415,Steyr,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),13,0,19
1174565,2022-07-31,415,Steyr,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
1174606,2022-07-31,415,Steyr,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),3,30,34
1174631,2022-07-31,415,Steyr,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),2,35,39
1174650,2022-07-31,415,Steyr,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),2,40,44
1174663,2022-07-31,415,Steyr,Frauen,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),1,45,49
1174712,2022-07-31,415,Steyr,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),11,0,19
1174743,2022-07-31,415,Steyr,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),3,20,24
1174766,2022-07-31,415,Steyr,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),2,25,29
1174849,2022-07-31,415,Steyr,Männer,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),1,45,49
1174863,2022-07-31,415,Steyr,Männer,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),1,50,54
1174897,2022-07-31,418,Vöcklabruck,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
1174919,2022-07-31,418,Vöcklabruck,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1174934,2022-07-31,418,Vöcklabruck,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1175057,2022-07-31,418,Vöcklabruck,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),4,0,19
1175080,2022-07-31,418,Vöcklabruck,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1175208,2022-07-31,418,Vöcklabruck,Männer,55 bis 59 Jahre,B9999,unbestimmt (nur Pst),1,55,59
1175271,2022-07-31,419,Wels,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1175434,2022-07-31,419,Wels,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
1175514,2022-07-31,419,Wels,Männer,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
1175612,2022-07-31,421,Traun,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
1175712,2022-07-31,421,Traun,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
1175739,2022-07-31,421,Traun,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
1175829,2022-07-31,421,Traun,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
1175942,2022-07-31,421,Traun,Männer,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
1175963,2022-07-31,421,Traun,Männer,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),2,40,44
1175994,2022-07-31,421,Traun,Männer,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),2,50,54
1176026,2022-07-31,501,Bischofshofen,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1176042,2022-07-31,501,Bischofshofen,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
1176056,2022-07-31,501,Bischofshofen,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1176101,2022-07-31,501,Bischofshofen,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
1176136,2022-07-31,501,Bischofshofen,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1176192,2022-07-31,503,Hallein,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1176258,2022-07-31,503,Hallein,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
1176346,2022-07-31,506,Zell am See,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
1176406,2022-07-31,506,Zell am See,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
1176414,2022-07-31,506,Zell am See,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1176420,2022-07-31,506,Zell am See,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1176519,2022-07-31,510,Salzburg-Stadt,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1176552,2022-07-31,510,Salzburg-Stadt,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1176691,2022-07-31,510,Salzburg-Stadt,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1176878,2022-07-31,511,Salzburg-Umgebung,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1176952,2022-07-31,511,Salzburg-Umgebung,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
1177003,2022-07-31,511,Salzburg-Umgebung,Frauen,60 bis 64 Jahre,B9999,unbestimmt (nur Pst),1,60,64
1177149,2022-07-31,601,Bruck/Mur,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),10,0,19
1177172,2022-07-31,601,Bruck/Mur,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1177266,2022-07-31,601,Bruck/Mur,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),13,0,19
1177288,2022-07-31,601,Bruck/Mur,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1177388,2022-07-31,603,Deutschlandsberg,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
1177479,2022-07-31,603,Deutschlandsberg,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1177572,2022-07-31,604,Feldbach,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1177776,2022-07-31,606,Gleisdorf,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1177790,2022-07-31,606,Gleisdorf,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1177873,2022-07-31,606,Gleisdorf,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1178083,2022-07-31,609,Hartberg,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),4,0,19
1178102,2022-07-31,609,Hartberg,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1178327,2022-07-31,610,Judenburg,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1178398,2022-07-31,611,Murau,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
1178452,2022-07-31,614,Leibnitz,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
1178496,2022-07-31,614,Leibnitz,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1178636,2022-07-31,614,Leibnitz,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
1178726,2022-07-31,616,Leoben,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1178751,2022-07-31,616,Leoben,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),5,20,24
1178776,2022-07-31,616,Leoben,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
1178793,2022-07-31,616,Leoben,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),2,35,39
1178809,2022-07-31,616,Leoben,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),2,40,44
1178837,2022-07-31,616,Leoben,Frauen,55 bis 59 Jahre,B9999,unbestimmt (nur Pst),1,55,59
1178858,2022-07-31,616,Leoben,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),4,0,19
1178946,2022-07-31,616,Leoben,Männer,55 bis 59 Jahre,B9999,unbestimmt (nur Pst),1,55,59
1178976,2022-07-31,618,Liezen,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1179052,2022-07-31,618,Liezen,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1179140,2022-07-31,621,Mürzzuschlag,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
1179154,2022-07-31,621,Mürzzuschlag,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1179176,2022-07-31,621,Mürzzuschlag,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
1179215,2022-07-31,621,Mürzzuschlag,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
1179225,2022-07-31,621,Mürzzuschlag,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1179325,2022-07-31,622,Voitsberg,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1179425,2022-07-31,622,Voitsberg,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1179503,2022-07-31,623,Weiz,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1179523,2022-07-31,623,Weiz,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
1179537,2022-07-31,623,Weiz,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
1179594,2022-07-31,623,Weiz,Männer,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
1179603,2022-07-31,623,Weiz,Männer,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
1179610,2022-07-31,623,Weiz,Männer,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),1,50,54
1179658,2022-07-31,630,Graz-West und Umgebung,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),5,0,19
1179710,2022-07-31,630,Graz-West und Umgebung,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),5,20,24
1179757,2022-07-31,630,Graz-West und Umgebung,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),2,25,29
1179802,2022-07-31,630,Graz-West und Umgebung,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
1179856,2022-07-31,630,Graz-West und Umgebung,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
1180052,2022-07-31,630,Graz-West und Umgebung,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),6,0,19
1180117,2022-07-31,630,Graz-West und Umgebung,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
1180173,2022-07-31,630,Graz-West und Umgebung,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1180390,2022-07-31,630,Graz-West und Umgebung,Männer,60 bis 64 Jahre,B9999,unbestimmt (nur Pst),1,60,64
1180405,2022-07-31,631,Graz-Ost,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
1180432,2022-07-31,631,Graz-Ost,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),5,20,24
1180473,2022-07-31,631,Graz-Ost,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),2,25,29
1180517,2022-07-31,631,Graz-Ost,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),4,30,34
1180559,2022-07-31,631,Graz-Ost,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),2,35,39
1180592,2022-07-31,631,Graz-Ost,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
1180620,2022-07-31,631,Graz-Ost,Frauen,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),1,45,49
1180726,2022-07-31,631,Graz-Ost,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),3,20,24
1180764,2022-07-31,631,Graz-Ost,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1180933,2022-07-31,701,Imst,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1180943,2022-07-31,701,Imst,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1180949,2022-07-31,701,Imst,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1180961,2022-07-31,701,Imst,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
1180968,2022-07-31,701,Imst,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
1180993,2022-07-31,701,Imst,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1181020,2022-07-31,701,Imst,Männer,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
1181030,2022-07-31,701,Imst,Männer,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),1,50,54
1181075,2022-07-31,702,Innsbruck,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
1181103,2022-07-31,702,Innsbruck,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1181135,2022-07-31,702,Innsbruck,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),2,30,34
1181171,2022-07-31,702,Innsbruck,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
1181207,2022-07-31,702,Innsbruck,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),2,40,44
1181259,2022-07-31,702,Innsbruck,Frauen,60 bis 64 Jahre,B9999,unbestimmt (nur Pst),1,60,64
1181280,2022-07-31,702,Innsbruck,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),5,0,19
1181317,2022-07-31,702,Innsbruck,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),4,20,24
1181353,2022-07-31,702,Innsbruck,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),3,25,29
1181600,2022-07-31,705,Kufstein,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),4,0,19
1181612,2022-07-31,705,Kufstein,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
1181641,2022-07-31,705,Kufstein,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
1181677,2022-07-31,705,Kufstein,Frauen,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),1,45,49
1181710,2022-07-31,705,Kufstein,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),4,0,19
1181731,2022-07-31,705,Kufstein,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1181766,2022-07-31,705,Kufstein,Männer,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
1181803,2022-07-31,706,Landeck,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
1181813,2022-07-31,706,Landeck,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1181824,2022-07-31,706,Landeck,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1181833,2022-07-31,706,Landeck,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
1181853,2022-07-31,706,Landeck,Frauen,65 Jahre und älter,B9999,unbestimmt (nur Pst),1,65,99
1181892,2022-07-31,707,Lienz,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),4,0,19
1181928,2022-07-31,707,Lienz,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1182024,2022-07-31,709,Schwaz,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1182097,2022-07-31,709,Schwaz,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1182138,2022-07-31,709,Schwaz,Männer,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
1182181,2022-07-31,801,Bludenz,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
1182199,2022-07-31,801,Bludenz,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1182261,2022-07-31,801,Bludenz,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1182280,2022-07-31,801,Bludenz,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1182297,2022-07-31,801,Bludenz,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1182352,2022-07-31,802,Bregenz,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
1182379,2022-07-31,802,Bregenz,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
1182442,2022-07-31,802,Bregenz,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
1182471,2022-07-31,802,Bregenz,Frauen,55 bis 59 Jahre,B9999,unbestimmt (nur Pst),1,55,59
1182496,2022-07-31,802,Bregenz,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
1182523,2022-07-31,802,Bregenz,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
1182579,2022-07-31,802,Bregenz,Männer,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
1182627,2022-07-31,804,Dornbirn,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1182658,2022-07-31,804,Dornbirn,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
1182696,2022-07-31,804,Dornbirn,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
1182817,2022-07-31,804,Dornbirn,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1182907,2022-07-31,805,Feldkirch,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1182933,2022-07-31,805,Feldkirch,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),7,20,24
1182953,2022-07-31,805,Feldkirch,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),5,25,29
1182993,2022-07-31,805,Feldkirch,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),2,35,39
1183008,2022-07-31,805,Feldkirch,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
1183024,2022-07-31,805,Feldkirch,Frauen,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),2,45,49
1183062,2022-07-31,805,Feldkirch,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),9,0,19
1183096,2022-07-31,805,Feldkirch,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),5,20,24
1183154,2022-07-31,805,Feldkirch,Männer,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),3,35,39
1183181,2022-07-31,805,Feldkirch,Männer,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),1,45,49
1183187,2022-07-31,805,Feldkirch,Männer,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),2,50,54
1183228,2022-07-31,958,Wien Johnstraße,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1184267,2022-07-31,960,Wien Esteplatz,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
1184293,2022-07-31,960,Wien Esteplatz,Frauen,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),1,45,49
1185288,2022-07-31,963,Wien Währinger Gürtel,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
1185381,2022-07-31,963,Wien Währinger Gürtel,Frauen,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),1,45,49
1185504,2022-07-31,963,Wien Währinger Gürtel,Männer,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
1187051,2022-07-31,965,Wien Schönbrunner Straße,Männer,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
1187985,2022-07-31,967,Wien Huttengasse,Frauen,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),2,45,49
1188118,2022-07-31,967,Wien Huttengasse,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1188598,2022-07-31,968,Wien Schloßhofer Straße,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
1188639,2022-07-31,968,Wien Schloßhofer Straße,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),2,40,44
1188826,2022-07-31,968,Wien Schloßhofer Straße,Männer,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
1189846,2022-07-31,974,Wien Austria Campus,Frauen,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),1,50,54
1190033,2022-07-31,974,Wien Austria Campus,Männer,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
1190636,2022-07-31,976,Wien Jugendliche I,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),10,0,19
1190728,2022-07-31,976,Wien Jugendliche I,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),6,20,24
1190832,2022-07-31,976,Wien Jugendliche I,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),10,0,19
1190967,2022-07-31,976,Wien Jugendliche I,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),5,20,24
1191061,2022-07-31,977,Wien Jugendliche II,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),13,0,19
1191153,2022-07-31,977,Wien Jugendliche II,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),7,20,24
1191256,2022-07-31,977,Wien Jugendliche II,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),9,0,19
1191376,2022-07-31,977,Wien Jugendliche II,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),4,20,24
1191515,2022-08-31,101,Eisenstadt,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1191534,2022-08-31,101,Eisenstadt,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1191589,2022-08-31,102,Mattersburg,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),6,0,19
1191600,2022-08-31,102,Mattersburg,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1191632,2022-08-31,102,Mattersburg,Frauen,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),1,45,49
1191650,2022-08-31,102,Mattersburg,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
1191663,2022-08-31,102,Mattersburg,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1191796,2022-08-31,103,Neusiedl am See,Männer,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
1191971,2022-08-31,105,Oberwart,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
1192022,2022-08-31,105,Oberwart,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
1192191,2022-08-31,106,Stegersbach,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1192466,2022-08-31,203,Klagenfurt,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
1192513,2022-08-31,203,Klagenfurt,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
1192531,2022-08-31,203,Klagenfurt,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),2,30,34
1192572,2022-08-31,203,Klagenfurt,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),3,40,44
1192638,2022-08-31,203,Klagenfurt,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),5,0,19
